instance, best_cost (-1 -> not known), weighted, unweighted, any-time?
MaxSATQueriesinInterpretableClassifiers-compas_train_5_DNF_5_1.wcnf,35,False,True,True
MaxSATQueriesinInterpretableClassifiers-credit_train_3_DNF_3_1.wcnf,35,False,True,True
MaxSATQueriesinInterpretableClassifiers-heart_test_2_DNF_1_1.wcnf,15,False,True,False
MaxSATQueriesinInterpretableClassifiers-heart_test_7_DNF_5_1.wcnf,19,False,True,False
MaxSATQueriesinInterpretableClassifiers-heart_train_0_CNF_1_1.wcnf,36,False,True,False
MaxSATQueriesinInterpretableClassifiers-heart_train_2_CNF_3_1.wcnf,36,False,True,False
MaxSATQueriesinInterpretableClassifiers-ilpd_test_0_DNF_5_1.wcnf,31,False,True,False
MaxSATQueriesinInterpretableClassifiers-parkinsons_test_9_DNF_2_1.wcnf,8,False,True,False
MaxSATQueriesinInterpretableClassifiers-tictactoe_test_6_CNF_4_1.wcnf,41,False,True,False
MaxSATQueriesinInterpretableClassifiers-titanic_test_9_CNF_5_1.wcnf,41,False,True,False
MaxSATQueriesinInterpretableClassifiers-titanic_train_2_DNF_3_1.wcnf,41,False,True,False
MaxSATQueriesinInterpretableClassifiers-toms_test_5_DNF_5_1.wcnf,42,False,True,True
MaxSATQueriesinInterpretableClassifiers-toms_train_8_DNF_2_1.wcnf,42,False,True,True
MaxSATQueriesinInterpretableClassifiers-twitter_train_3_CNF_2_1.wcnf,42,False,True,True
mbd-b14_C-mbd14-0377.wcnf,24,False,True,False
mbd-b17_C-mbd14-0217.wcnf,24,False,True,False
mbd-b20_C-mbd14-0281.wcnf,16,False,True,False
mbd-b20_C-mbd14-0305.wcnf,23,False,True,False
mbd-b20_C-mbd14-0349.wcnf,22,False,True,False
mbd-b20_C-mbd14-0356.wcnf,20,False,True,False
mbd-b21_C-mbd14-0205.wcnf,21,False,True,False
mbd-b21_C-mbd14-0286.wcnf,20,False,True,False
mbd-b21_C-mbd14-0368.wcnf,22,False,True,False
mbd-b21_C-mbd14-0394.wcnf,23,False,True,False
mbd-b22_C-mbd14-0207.wcnf,25,False,True,False
mbd-b22_C-mbd14-0249.wcnf,20,False,True,False
mbd-b22_C-mbd14-0250.wcnf,22,False,True,False
mbd-b22_C-mbd14-0272.wcnf,28,False,True,False
mbd-b22_C-mbd14-0308.wcnf,24,False,True,False
min-fill-MinFill_R0_mulsol.i.1.wcnf,50,False,True,True
min-fill-MinFill_R0_mulsol.i.3.wcnf,52,False,True,True
min-fill-MinFill_R0_myciel3.wcnf,10,False,True,False
min-fill-MinFill_R0_myciel4.wcnf,46,False,True,False
min-fill-MinFill_R0_myciel5.wcnf,56,False,True,True
min-fill-MinFill_R0_myciel6.wcnf,56,False,True,True
min-fill-MinFill_R0_myciel7.wcnf,56,False,True,True
min-fill-MinFill_R0_queen11_11.wcnf,58,False,True,True
min-fill-MinFill_R0_queen7_7.wcnf,58,False,True,True
min-fill-MinFill_R0_queen9_9.wcnf,61,False,True,True
min-fill-MinFill_R1_games120.wcnf,61,False,True,True
min-fill-MinFill_R3_david.wcnf,61,False,True,True
min-fill-MinFill_R3_huck.wcnf,2,False,True,False
min-fill-MinFill_R3_miles750.wcnf,63,False,True,True
min-fill-MinFill_R5_jean.wcnf,11,False,True,False
minimize-5gons-u5-cube-maxcdcl-11-tmp-15-2655746.wcnf,63,False,True,True
minimize-5gons-u5-cube-maxcdcl-12-tmp-15-2655746.wcnf,65,False,True,True
minimize-5gons-u5-cube-maxcdcl-13-tmp-15-2655746.wcnf,65,False,True,True
minimize-5gons-u5-cube-maxcdcl-18-tmp-15-2655746.wcnf,67,False,True,True
minimize-5gons-u5-cube-maxcdcl-19-tmp-15-2655746.wcnf,67,False,True,True
minimize-5gons-u5-cube-maxcdcl-20-tmp-15-2655746.wcnf,67,False,True,True
minimize-5gons-u5-cube-maxcdcl-23-tmp-15-2655746.wcnf,68,False,True,True
minimize-5gons-u5-cube-maxcdcl-24-tmp-15-2655746.wcnf,68,False,True,True
minimize-5gons-u5-cube-maxcdcl-29-tmp-15-2655746.wcnf,70,False,True,True
minimize-5gons-u5-cube-maxcdcl-32-tmp-15-2655746.wcnf,74,False,True,True
minimize-5gons-u5-cube-maxcdcl-36-tmp-15-2655746.wcnf,74,False,True,True
minimize-5gons-u5-cube-maxcdcl-38-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-41-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-44-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-46-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-48-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-49-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-53-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-58-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-59-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-60-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-61-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-7-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-8-tmp-15-2655746.wcnf,77,False,True,True
minimize-5gons-u5-cube-maxcdcl-9-tmp-15-2655746.wcnf,77,False,True,True
mqc-10tree1001posib.wcnf,2,False,True,False
mqc-10tree101posib.wcnf,2,False,True,False
mqc-10tree102posib.wcnf,4,False,True,False
mqc-10tree120p.wcnf,41,False,True,False
mqc-10tree302p.wcnf,3,False,True,False
mqc-10tree305p.wcnf,10,False,True,False
mqc-10tree320p.wcnf,42,False,True,False
mqc-10tree402p.wcnf,3,False,True,False
mqc-10tree501p.wcnf,2,False,True,False
mqc-10tree510p.wcnf,21,False,True,False
mqc-10tree515p.wcnf,31,False,True,False
mqc-10tree605posib.wcnf,9,False,True,False
mqc-10tree620p.wcnf,39,False,True,False
mqc-10tree715p.wcnf,31,False,True,False
mqc-10tree825p.wcnf,52,False,True,False
optic-gen_add_4_carry_991.wcnf,56,False,True,True
optic-gen_add_6_carry_991.wcnf,104,False,True,True
optic-gen_cvc-add3-bw3_299.wcnf,118,False,True,False
optic-gen_cvc-add3-bw3_991.wcnf,121,False,True,False
optic-gen_cvc-add3-opt-bw3_299.wcnf,122,False,True,False
optic-gen_cvc-plus_4_991.wcnf,54,False,True,False
optic-gen_mult_3_5_33.wcnf,123,False,True,False
optic-gen_mult_3_6_33.wcnf,135,False,True,False
optic-gen_mult_3_6_399.wcnf,138,False,True,False
optic-gen_mult_4_5_991.wcnf,115,False,True,True
optic-gen_mult_4_6_991.wcnf,134,False,True,True
optic-gen_mult_4_6_9999.wcnf,143,False,True,True
optic-gen_mult_5_5_991.wcnf,144,False,True,True
optic-gen_mult_5_5_9999.wcnf,144,False,True,True
optic-gen_square_5_33.wcnf,135,False,True,False
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_2.wcnf,139,False,True,True
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5.wcnf,121,False,True,True
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_7.wcnf,109,False,True,True
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_8.wcnf,17,False,True,True
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_2.wcnf,186,False,True,False
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_2.wcnf,70,False,True,True
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_6.wcnf,7,False,True,True
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_4.wcnf,49,False,True,True
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_8.wcnf,30,False,True,True
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_7.wcnf,18,False,True,True
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5.wcnf,200,False,True,True
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_6.wcnf,201,False,True,True
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_2.wcnf,203,False,True,False
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_5.wcnf,160,False,True,True
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_7.wcnf,56,False,True,True
packup-4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l3.wcnf,228,False,True,False
packup-7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf,237,False,True,False
packup-ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf,240,False,True,False
packup-rand172_l2.wcnf,244,False,True,False
packup-rand208_l2.wcnf,250,False,True,False
packup-rand209_l2.wcnf,259,False,True,False
packup-rand289_l2.wcnf,263,False,True,False
packup-rand290_l2.wcnf,272,False,True,False
packup-rand30_l2.wcnf,282,False,True,False
packup-rand425_l2.wcnf,299,False,True,False
packup-rand736_l2.wcnf,300,False,True,False
packup-rand874_l2.wcnf,300,False,True,False
packup-rand892_l2.wcnf,300,False,True,False
packup-rand943_l2.wcnf,300,False,True,False
packup-rand96_l2.wcnf,300,False,True,False
planning-bnn-cellda_x_10.wcnf,9,False,True,True
planning-bnn-cellda_x_12.wcnf,12,False,True,True
planning-bnn-cellda_y_8.wcnf,6,False,True,True
planning-bnn-cellda_y_9.wcnf,6,False,True,True
planning-bnn-navigation_3x3_4.wcnf,4,False,True,False
planning-bnn-navigation_3x3_5.wcnf,4,False,True,False
planning-bnn-navigation_3x3_6.wcnf,4,False,True,False
planning-bnn-navigation_4x4_5.wcnf,5,False,True,True
planning-bnn-navigation_4x4_7.wcnf,5,False,True,True
planning-bnn-navigation_5x5_9.wcnf,404,False,True,True
planning-bnn-sysadmin_4_2.wcnf,0,False,True,False
planning-bnn-sysadmin_4_3.wcnf,2,False,True,True
planning-bnn-sysadmin_4_4.wcnf,4,False,True,True
planning-bnn-sysadmin_5_3.wcnf,4,False,True,True
planning-bnn-sysadmin_5_4.wcnf,6,False,True,True
privilege-escalation-cloud_access_control_repair_task-117.wcnf,12,False,True,True
privilege-escalation-cloud_access_control_repair_task-130.wcnf,36,False,True,True
privilege-escalation-cloud_access_control_repair_task-134.wcnf,6,False,True,True
privilege-escalation-cloud_access_control_repair_task-139.wcnf,16,False,True,False
privilege-escalation-cloud_access_control_repair_task-141.wcnf,27,False,True,True
privilege-escalation-cloud_access_control_repair_task-146.wcnf,8,False,True,True
privilege-escalation-cloud_access_control_repair_task-149.wcnf,4,False,True,False
privilege-escalation-cloud_access_control_repair_task-15.wcnf,67,False,True,True
privilege-escalation-cloud_access_control_repair_task-157.wcnf,3,False,True,False
privilege-escalation-cloud_access_control_repair_task-161.wcnf,0,False,True,False
privilege-escalation-cloud_access_control_repair_task-163.wcnf,9,False,True,True
privilege-escalation-cloud_access_control_repair_task-174.wcnf,3,False,True,False
privilege-escalation-cloud_access_control_repair_task-178.wcnf,20,False,True,True
privilege-escalation-cloud_access_control_repair_task-18.wcnf,6,False,True,False
privilege-escalation-cloud_access_control_repair_task-198.wcnf,0,False,True,False
privilege-escalation-cloud_access_control_repair_task-34.wcnf,25,False,True,True
privilege-escalation-cloud_access_control_repair_task-35.wcnf,9,False,True,False
privilege-escalation-cloud_access_control_repair_task-37.wcnf,7,False,True,False
privilege-escalation-cloud_access_control_repair_task-47.wcnf,24,False,True,True
privilege-escalation-cloud_access_control_repair_task-54.wcnf,19,False,True,False
privilege-escalation-cloud_access_control_repair_task-56.wcnf,9,False,True,False
privilege-escalation-cloud_access_control_repair_task-61.wcnf,16,False,True,True
privilege-escalation-cloud_access_control_repair_task-73.wcnf,31,False,True,True
privilege-escalation-cloud_access_control_repair_task-87.wcnf,14,False,True,False
privilege-escalation-cloud_access_control_repair_task-92.wcnf,3,False,True,False
program-disambiguation-Q16_OPTIONS_2.wcnf,0,False,True,False
program-disambiguation-Q2_OPTIONS_1.wcnf,0,False,True,False
program-disambiguation-Q20_YESNO_3.wcnf,1,False,True,False
program-disambiguation-Q27_YESNO_1.wcnf,2,False,True,True
program-disambiguation-Q29_YESNO_1.wcnf,1,False,True,False
program-disambiguation-Q35_OPTIONS_1.wcnf,0,False,True,True
program-disambiguation-Q36_YESNO_1.wcnf,0,False,True,True
program-disambiguation-Q38_YESNO_3.wcnf,1,False,True,False
program-disambiguation-Q4_YESNO_2.wcnf,1,False,True,False
program-disambiguation-Q42_YESNO_3.wcnf,1,False,True,False
program-disambiguation-Q42_YESNO_4.wcnf,2,False,True,False
program-disambiguation-Q43_YESNO_3.wcnf,1,False,True,False
program-disambiguation-Q45_YESNO_4.wcnf,0,False,True,False
program-disambiguation-Q50_YESNO_6.wcnf,0,False,True,False
program-disambiguation-Q6_YESNO_3.wcnf,0,False,True,False
protein_ins-1bpi_.2knt_.g.wcnf.t.wcnf,35,False,True,True
protein_ins-1bpi_.5pti_.g.wcnf.t.wcnf,29,False,True,True
protein_ins-1knt_.1bpi_.g.wcnf.t.wcnf,35,False,True,True
protein_ins-1knt_.2knt_.g.wcnf.t.wcnf,16,False,True,False
protein_ins-1knt_.5pti_.g.wcnf.t.wcnf,29,False,True,True
protein_ins-1vii_.1cph_.g.wcnf.t.wcnf,7,False,True,False
protein_ins-2knt_.5pti_.g.wcnf.t.wcnf,32,False,True,True
protein_ins-3ebx_.1era_.g.wcnf.t.wcnf,34,False,True,True
protein_ins-3ebx_.6ebx_.g.wcnf.t.wcnf,23,False,True,False
protein_ins-6ebx_.1era_.g.wcnf.t.wcnf,30,False,True,True
protein_ins-p1.wcnf.t.wcnf,35,False,True,True
protein_ins-sandiaprotein.g.wcnf.t.wcnf,28,False,True,True
pseudoBoolean-normalized-aim-200-3_4-yes1-1.opb.msat.wcnf,200,False,True,False
pseudoBoolean-normalized-aim-200-6_0-yes1-2.opb.msat.wcnf,200,False,True,False
pseudoBoolean-normalized-g9x3.opb.msat.wcnf,7,False,True,False
pseudoBoolean-normalized-g9x9.opb.msat.wcnf,20,False,True,False
pseudoBoolean-normalized-hanoi4.opb.msat.wcnf,718,False,True,False
pseudoBoolean-normalized-hanoi5.opb.msat.wcnf,1931,False,True,False
pseudoBoolean-normalized-mps-v2-20-10-stein45.opb.msat.wcnf,30,False,True,False
pseudoBoolean-normalized-par16-1.opb.msat.wcnf,1015,False,True,False
pseudoBoolean-normalized-par16-2.opb.msat.wcnf,1015,False,True,False
pseudoBoolean-normalized-par32-1.opb.msat.wcnf,11345,False,True,True
pseudoBoolean-normalized-par32-4.opb.msat.wcnf,3176,False,True,True
pseudoBoolean-normalized-par32-5.opb.msat.wcnf,11440,False,True,True
pseudoBoolean-normalized-par8-2.opb.msat.wcnf,350,False,True,False
pseudoBoolean-normalized-ssa7552-038.opb.msat.wcnf,1448,False,True,False
pseudoBoolean-normalized-ssa7552-159.opb.msat.wcnf,1327,False,True,False
railway-transport-d4.wcnf,1598,False,True,True
railway-transport-dp43.wcnf,47,False,True,False
railway-transport-p15.wcnf,5,False,True,False
vpa-UAutomizer_Sunset_false-termination_true-no-overflow.c_Abstraction1.wcnf,733,False,True,False
vpa-UAutomizer_ll_append-alloca_false-termination.c.i_Abstraction1.wcnf,4166,False,True,False
ramsey-ram_k4_n20.ra0.wcnf,24,False,True,True
treewidth-computation-TWComp_1en2_N69.wcnf,16,False,True,True
ramsey-ram_k3_n12.ra0.wcnf,10,False,True,True
xai-mindset2-iris.wcnf,87,False,True,False
scheduling-cnf_small.wcnf,28,False,True,True
treewidth-computation-TWComp_ship-ship-pp_N30.wcnf,8,False,True,False
SeanSafarpour-c1_DD_s3_f1_e2_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,4,False,True,False
SeanSafarpour-rsdecoder-problem.dimacs_37.filtered.wcnf,1,False,True,True
wqueens-wqueens18_16.wcsp.dir.wcnf,6,False,True,False
ramsey-ram_k3_n18.ra0.wcnf,60,False,True,True
treewidth-computation-TWComp_mulsol.i.5-pp_N119.wcnf,31,False,True,True
xai-mindset2-ecoli.wcnf,510,False,True,True
ramsey-ram_k4_n10.ra0.wcnf,0,False,True,False
xai-mindset2-zoo.wcnf,20,False,True,False
SeanSafarpour-b15-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,4,False,True,True
ramsey-ram_k4_n5.ra0.wcnf,0,False,True,False
vpa-UAutomizer_nondet_ll_search-alloca_true-termination.c.i_Abstraction1.wcnf,1421,False,True,False
treewidth-computation-TWComp_barley2_N48.wcnf,7,False,True,False
treewidth-computation-TWComp_barle_N48.wcnf,7,False,True,False
ramsey-ram_k5_n20.ra0.wcnf,0,False,True,False
rna-alignment-k50-40-60.rna.pre.wcnf,511,False,True,False
vpa-UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Abstraction1.wcnf,201,False,True,False
SeanSafarpour-wb-problem.dimacs_45.filtered.wcnf,14,False,True,False
vpa-UAutomizer_LogAG_true-termination_true-no-overflow.c_Abstraction2.wcnf,118,False,True,False
setcover-sts-data.135.wcnf,103,False,True,True
vpa-UAutomizer_c.03-alloca_true-termination_true-no-overflow.c.i_Abstraction3.wcnf,4588,False,True,False
ramsey-ram_k3_n16.ra0.wcnf,39,False,True,True
xai-mindset2-titanic.wcnf,7,False,True,False
vpa-UAutomizer_count_up_alloca_true-termination.c.i_Abstraction1.wcnf,808,False,True,False
SeanSafarpour-wb_4m8s4.dimacs.filtered.wcnf,213,False,True,True
SeanSafarpour-rsdecoder-problem.dimacs_34.filtered.wcnf,1,False,True,False
SeanSafarpour-wb_conmax3.dimacs.filtered.wcnf,33,False,True,False
railway-transport-we.wcnf,294,False,True,True
wqueens-wqueens6_4.wcsp.dir.wcnf,2,False,True,False
treewidth-computation-TWComp_queen5_5_N25.wcnf,18,False,True,True
treewidth-computation-TWComp_myciel4_N23.wcnf,10,False,True,False
SeanSafarpour-rsdecoder-problem.dimacs_39.filtered.wcnf,1,False,True,True
ramsey-ram_k3_n19.ra0.wcnf,75,False,True,True
treewidth-computation-TWComp_oesoca4_N42.wcnf,3,False,True,False
vpa-UAutomizer_Addition01_true-unreach-call_true-no-overflow_true-termination.c_Abstraction1.wcnf,681,False,True,False
xai-mindset2-corral.wcnf,12,False,True,False
ramsey-ram_k3_n10.ra0.wcnf,4,False,True,True
ramsey-ram_k5_n11.ra0.wcnf,0,False,True,False
treewidth-computation-TWComp_1dj7_N73.wcnf,26,False,True,True
vpa-UAutomizer_CookSeeZuleger-TACAS2013-Fig7a_true-termination_true-no-overflow.c_Abstraction1.wcnf,105,False,True,False
vpa-UAutomizer_NarrowKonv_false-termination_true-no-overflow.c_Abstraction2.wcnf,843,False,True,False
treewidth-computation-TWComp_david-pp_N29.wcnf,13,False,True,False
ramsey-ram_k4_n8.ra0.wcnf,0,False,True,False
xai-mindset2-lymphography.wcnf,52,False,True,True
xai-mindset2-promoters.wcnf,92,False,True,False
SeanSafarpour-rsdecoder5.dimacs.filtered.wcnf,2,False,True,True
setcover-sts-data.729.wcnf,617,False,True,True
xai-mindset2-australian.wcnf,471,False,True,True
vpa-UAutomizer_seq_true-unreach-call_true-termination.i_Abstraction1.wcnf,299,False,True,False
scheduling-cnf_10_center.wcnf,159,False,True,True
treewidth-computation-TWComp_water_N32.wcnf,9,False,True,False
wqueens-wqueens12_10.wcsp.dir.wcnf,4,False,True,False
SeanSafarpour-c6_DD_s3_f1_e1_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,4,False,True,False
scheduling-cnf_12.wcnf,61,False,True,True
treewidth-computation-TWComp_david_N87.wcnf,13,False,True,False
xai-mindset2-postoperative-patient-data.wcnf,62,False,True,True
xai-mindset2-colic.wcnf,152,False,True,True
setcover-sts-data.243.wcnf,198,False,True,True
SeanSafarpour-wb_4m8s1.dimacs.filtered.wcnf,33,False,True,True
rna-alignment-k50-23-49.rna.pre.wcnf,536,False,True,False
vpa-UAutomizer_GopanReps-CAV2006-Fig1a_true-termination_true-no-overflow.c.c_Abstraction1.wcnf,617,False,True,False
ramsey-ram_k5_n16.ra0.wcnf,0,False,True,False
treewidth-computation-TWComp_hailfinder_N56.wcnf,4,False,True,False
wqueens-wqueens8_6.wcsp.dir.wcnf,1,False,True,False
ramsey-ram_k4_n12.ra0.wcnf,0,False,True,False
SeanSafarpour-fpu1-problem.dimacs_13.filtered.wcnf,1,False,True,False
wqueens-wqueens10_8.wcsp.dir.wcnf,4,False,True,False
ramsey-ram_k5_n14.ra0.wcnf,0,False,True,False
wqueens-wqueens14_12.wcsp.dir.wcnf,4,False,True,False
xai-mindset2-house-votes-84.wcnf,74,False,True,True
SeanSafarpour-mem_ctrl-problem.dimacs_27.filtered.wcnf,1,False,True,True
SeanSafarpour-rsdecoder4.dimacs.filtered.wcnf,4,False,True,True
wqueens-wqueens16_14.wcsp.dir.wcnf,5,False,True,False
xai-mindset2-appendicitis.wcnf,56,False,True,False
vpa-UAutomizer_array12_alloca_true-termination.c.i_Abstraction1.wcnf,696,False,True,False
xai-mindset2-cleveland-nominal.wcnf,228,False,True,True
xai-mindset2-hepatitis.wcnf,58,False,True,False
SeanSafarpour-divider-problem.dimacs_5.filtered.wcnf,2,False,True,False
treewidth-computation-TWComp_alarm_N37.wcnf,4,False,True,False
railway-transport-pesp_5min.wcnf,68,False,True,True
railway-transport-pesp_18Min.wcnf,280,False,True,True
treewidth-computation-TWComp_celar02_N100.wcnf,10,False,True,False
xai-mindset2-new-thyroid.wcnf,126,False,True,False
scheduling-cnf_10.wcnf,50,False,True,True
setcover-sts-data.405.wcnf,336,False,True,True
vpa-UAutomizer_cll_search-alloca_false-termination.c.i_Abstraction1.wcnf,1363,False,True,False
vpa-UAutomizer_array08_alloca_true-termination.c.i_Abstraction1.wcnf,883,False,True,False
ramsey-ram_k4_n11.ra0.wcnf,0,False,True,False
rna-alignment-random-same-7.rna.pre.wcnf,272,False,True,False
scheduling-cnf_12_center.wcnf,237,False,True,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,174,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68.wcnf,9,True,False,True
MinimumWeightDominatingSetProblem_wt-sc-rel9.wcnf,11193466,True,False,True
pseudoBoolean_wt-normalized-mps-v2-20-10-mod010.opb.msat.wcnf,-1,True,False,True
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0.wcnf,33573460,True,False,True
MinimumWeightDominatingSetProblem_wt-delaunay_n24.wcnf,205096864,True,False,True
max-realizability_wt-power-distribution_12_7.wcnf,216,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_3.wcnf,50007681202,True,False,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,124,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_13_size_11_ms_26_50_0_erm.wcnf,567,True,False,True
lisbon-wedding_wt-lisbon-wedding-3-18.wcnf,-1,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N360.wcnf,15658391,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80.wcnf,12,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_10_size_11_ms_26_50_0_erm.wcnf,518,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf,7176694,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,274907339,True,False,True
lisbon-wedding_wt-lisbon-wedding-1-19.wcnf,-1,True,False,True
lisbon-wedding_wt-lisbon-wedding-8-17.wcnf,395,True,False,True
setcover_wt-rail2536.wcnf,724,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_7.wcnf,160970,True,False,True
lisbon-wedding_wt-lisbon-wedding-7-18.wcnf,420,True,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_6.wcnf,267394,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_1.wcnf,38388,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100.wcnf,20,True,False,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,122,True,False,True
lisbon-wedding_wt-lisbon-wedding-10-18.wcnf,378,True,False,True
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_11_ms_0_25_0_erm.wcnf,224,True,False,True
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050.wcnf,26428471,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_12_size_8_ms_26_50_0_erm.wcnf,413,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_16_size_9_ms_26_50_0_erm.wcnf,398,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200.wcnf,107,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_0.wcnf,169656,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.3_9.wcnf,92485,True,False,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5.wcnf,259,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_10_ms_0_25_0_erm.wcnf,182,True,False,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_5.wcnf,390,True,False,True
lisbon-wedding_wt-lisbon-wedding-4-17.wcnf,803,True,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_2.wcnf,296197,True,False,True
timetabling_wt-comp09.wcnf,96,True,False,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2.wcnf,177,True,False,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf,77,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_3.wcnf,136550600,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_10_ms_0_25_0_erm.wcnf,574,True,False,True
synplicate_new-synplicate_complete_tree_arity5_feature_3_size_7_ms_0_25_0_erm.wcnf,472,True,False,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_5.wcnf,309,True,False,True
ramsey_wt-ram_k3_n17.ra1.wcnf,10372,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.4_0.wcnf,123081,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_3.wcnf,274985739,True,False,True
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009.wcnf,26848127,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150.wcnf,66,True,False,True
MaxSATQueriesinInterpretableClassifiers_wt-twitter_train_5_CNF_4_10.wcnf,14343,True,False,True
ramsey_wt-ram_k3_n18.ra1.wcnf,15621,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_5_ms_0_25_0_erm.wcnf,506,True,False,True
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020.wcnf,469941470,True,False,True
synplicate_new-synplicate_synthetic_dag_run1_14_size_6_ms_0_25_0_erm.wcnf,213,True,False,True
