Instance, Best_Cost
MaxSATQueriesinInterpretableClassifiers-credit_train_3_DNF_3_1.wcnf.xz.xz,35
MaxSATQueriesinInterpretableClassifiers-heart_test_2_DNF_1_1.wcnf.xz.xz,35
MaxSATQueriesinInterpretableClassifiers-heart_test_7_DNF_5_1.wcnf.xz.xz,35
MaxSATQueriesinInterpretableClassifiers-heart_train_0_CNF_1_1.wcnf.xz.xz,36
MaxSATQueriesinInterpretableClassifiers-heart_train_2_CNF_3_1.wcnf.xz.xz,36
MaxSATQueriesinInterpretableClassifiers-ilpd_test_0_DNF_5_1.wcnf.xz.xz,36
MaxSATQueriesinInterpretableClassifiers-parkinsons_test_9_DNF_2_1.wcnf.xz.xz,39
MaxSATQueriesinInterpretableClassifiers-tictactoe_test_6_CNF_4_1.wcnf.xz.xz,41
MaxSATQueriesinInterpretableClassifiers-titanic_test_9_CNF_5_1.wcnf.xz.xz,41
MaxSATQueriesinInterpretableClassifiers-titanic_train_2_DNF_3_1.wcnf.xz.xz,41
MaxSATQueriesinInterpretableClassifiers-toms_test_5_DNF_5_1.wcnf.xz.xz,42
MaxSATQueriesinInterpretableClassifiers-toms_train_8_DNF_2_1.wcnf.xz.xz,42
MaxSATQueriesinInterpretableClassifiers-twitter_train_3_CNF_2_1.wcnf.xz.xz,42
mbd-b14_C-mbd14-0377.wcnf.xz.xz,43
mbd-b17_C-mbd14-0217.wcnf.xz.xz,46
mbd-b20_C-mbd14-0281.wcnf.xz.xz,46
mbd-b20_C-mbd14-0305.wcnf.xz.xz,46
mbd-b20_C-mbd14-0349.wcnf.xz.xz,46
mbd-b20_C-mbd14-0356.wcnf.xz.xz,46
mbd-b21_C-mbd14-0205.wcnf.xz.xz,47
mbd-b21_C-mbd14-0286.wcnf.xz.xz,47
mbd-b21_C-mbd14-0368.wcnf.xz.xz,49
mbd-b21_C-mbd14-0394.wcnf.xz.xz,49
mbd-b22_C-mbd14-0207.wcnf.xz.xz,50
mbd-b22_C-mbd14-0249.wcnf.xz.xz,50
mbd-b22_C-mbd14-0250.wcnf.xz.xz,50
mbd-b22_C-mbd14-0272.wcnf.xz.xz,50
mbd-b22_C-mbd14-0308.wcnf.xz.xz,50
min-fill-MinFill_R0_mulsol.i.1.wcnf.xz.xz,50
min-fill-MinFill_R0_mulsol.i.3.wcnf.xz.xz,52
min-fill-MinFill_R0_myciel3.wcnf.xz.xz,52
min-fill-MinFill_R0_myciel4.wcnf.xz.xz,54
min-fill-MinFill_R0_myciel5.wcnf.xz.xz,56
min-fill-MinFill_R0_myciel6.wcnf.xz.xz,56
min-fill-MinFill_R0_myciel7.wcnf.xz.xz,56
min-fill-MinFill_R0_queen11_11.wcnf.xz.xz,58
min-fill-MinFill_R0_queen7_7.wcnf.xz.xz,58
min-fill-MinFill_R0_queen9_9.wcnf.xz.xz,61
min-fill-MinFill_R1_games120.wcnf.xz.xz,61
min-fill-MinFill_R3_david.wcnf.xz.xz,61
min-fill-MinFill_R3_huck.wcnf.xz.xz,62
min-fill-MinFill_R3_miles750.wcnf.xz.xz,63
min-fill-MinFill_R5_jean.wcnf.xz.xz,63
minimize-5gons-u5-cube-maxcdcl-11-tmp-15-2655746.wcnf.xz.xz,63
minimize-5gons-u5-cube-maxcdcl-12-tmp-15-2655746.wcnf.xz.xz,65
minimize-5gons-u5-cube-maxcdcl-13-tmp-15-2655746.wcnf.xz.xz,65
minimize-5gons-u5-cube-maxcdcl-18-tmp-15-2655746.wcnf.xz.xz,67
minimize-5gons-u5-cube-maxcdcl-19-tmp-15-2655746.wcnf.xz.xz,67
minimize-5gons-u5-cube-maxcdcl-20-tmp-15-2655746.wcnf.xz.xz,67
minimize-5gons-u5-cube-maxcdcl-23-tmp-15-2655746.wcnf.xz.xz,68
minimize-5gons-u5-cube-maxcdcl-24-tmp-15-2655746.wcnf.xz.xz,68
minimize-5gons-u5-cube-maxcdcl-29-tmp-15-2655746.wcnf.xz.xz,70
minimize-5gons-u5-cube-maxcdcl-32-tmp-15-2655746.wcnf.xz.xz,74
minimize-5gons-u5-cube-maxcdcl-36-tmp-15-2655746.wcnf.xz.xz,74
minimize-5gons-u5-cube-maxcdcl-38-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-41-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-44-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-46-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-48-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-49-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-53-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-58-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-59-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-60-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-61-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-7-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-8-tmp-15-2655746.wcnf.xz.xz,77
minimize-5gons-u5-cube-maxcdcl-9-tmp-15-2655746.wcnf.xz.xz,77
mqc-10tree1001posib.wcnf.xz.xz,77
mqc-10tree101posib.wcnf.xz.xz,77
mqc-10tree102posib.wcnf.xz.xz,77
mqc-10tree120p.wcnf.xz.xz,77
mqc-10tree302p.wcnf.xz.xz,77
mqc-10tree305p.wcnf.xz.xz,77
mqc-10tree320p.wcnf.xz.xz,77
mqc-10tree402p.wcnf.xz.xz,77
mqc-10tree501p.wcnf.xz.xz,77
mqc-10tree510p.wcnf.xz.xz,77
mqc-10tree515p.wcnf.xz.xz,77
mqc-10tree605posib.wcnf.xz.xz,82
mqc-10tree620p.wcnf.xz.xz,86
mqc-10tree715p.wcnf.xz.xz,87
mqc-10tree825p.wcnf.xz.xz,90
optic-gen_add_4_carry_991.wcnf.xz.xz,92
optic-gen_add_6_carry_991.wcnf.xz.xz,105
optic-gen_cvc-add3-bw3_299.wcnf.xz.xz,118
optic-gen_cvc-add3-bw3_991.wcnf.xz.xz,121
optic-gen_cvc-add3-opt-bw3_299.wcnf.xz.xz,122
optic-gen_cvc-plus_4_991.wcnf.xz.xz,123
optic-gen_mult_3_5_33.wcnf.xz.xz,126
optic-gen_mult_3_6_33.wcnf.xz.xz,135
optic-gen_mult_3_6_399.wcnf.xz.xz,138
optic-gen_mult_4_5_991.wcnf.xz.xz,139
optic-gen_mult_4_6_991.wcnf.xz.xz,142
optic-gen_mult_4_6_9999.wcnf.xz.xz,143
optic-gen_mult_5_5_991.wcnf.xz.xz,144
optic-gen_mult_5_5_9999.wcnf.xz.xz,144
optic-gen_square_5_33.wcnf.xz.xz,148
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz.xz,159
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz.xz,171
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz.xz,172
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_8.wcnf.xz.xz,173
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz.xz,186
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz.xz,186
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_6.wcnf.xz.xz,188
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_4.wcnf.xz.xz,188
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_8.wcnf.xz.xz,189
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz.xz,200
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz.xz,200
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_6.wcnf.xz.xz,201
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz.xz,203
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz.xz,205
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz.xz,208
packup-4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l3.wcnf.xz.xz,228
packup-7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf.xz.xz,237
packup-ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf.xz.xz,240
packup-rand172_l2.wcnf.xz.xz,244
packup-rand208_l2.wcnf.xz.xz,250
packup-rand209_l2.wcnf.xz.xz,259
packup-rand289_l2.wcnf.xz.xz,263
packup-rand290_l2.wcnf.xz.xz,272
packup-rand30_l2.wcnf.xz.xz,282
packup-rand425_l2.wcnf.xz.xz,299
packup-rand736_l2.wcnf.xz.xz,300
packup-rand874_l2.wcnf.xz.xz,300
packup-rand892_l2.wcnf.xz.xz,300
packup-rand943_l2.wcnf.xz.xz,300
packup-rand96_l2.wcnf.xz.xz,300
planning-bnn-cellda_x_10.wcnf.xz.xz,306
planning-bnn-cellda_x_12.wcnf.xz.xz,321
planning-bnn-cellda_y_8.wcnf.xz.xz,349
planning-bnn-cellda_y_9.wcnf.xz.xz,350
planning-bnn-navigation_3x3_4.wcnf.xz.xz,350
planning-bnn-navigation_3x3_5.wcnf.xz.xz,356
planning-bnn-navigation_3x3_6.wcnf.xz.xz,368
planning-bnn-navigation_4x4_5.wcnf.xz.xz,392
planning-bnn-navigation_4x4_7.wcnf.xz.xz,392
planning-bnn-navigation_5x5_9.wcnf.xz.xz,404
planning-bnn-sysadmin_4_2.wcnf.xz.xz,420
planning-bnn-sysadmin_4_3.wcnf.xz.xz,420
planning-bnn-sysadmin_4_4.wcnf.xz.xz,420
planning-bnn-sysadmin_5_3.wcnf.xz.xz,511
planning-bnn-sysadmin_5_4.wcnf.xz.xz,512
privilege-escalation-cloud_access_control_repair_task-117.wcnf.xz.xz,536
privilege-escalation-cloud_access_control_repair_task-130.wcnf.xz.xz,560
privilege-escalation-cloud_access_control_repair_task-134.wcnf.xz.xz,560
privilege-escalation-cloud_access_control_repair_task-139.wcnf.xz.xz,560
privilege-escalation-cloud_access_control_repair_task-141.wcnf.xz.xz,560
privilege-escalation-cloud_access_control_repair_task-146.wcnf.xz.xz,617
privilege-escalation-cloud_access_control_repair_task-149.wcnf.xz.xz,624
privilege-escalation-cloud_access_control_repair_task-15.wcnf.xz.xz,631
privilege-escalation-cloud_access_control_repair_task-157.wcnf.xz.xz,670
privilege-escalation-cloud_access_control_repair_task-161.wcnf.xz.xz,681
privilege-escalation-cloud_access_control_repair_task-163.wcnf.xz.xz,694
privilege-escalation-cloud_access_control_repair_task-174.wcnf.xz.xz,696
privilege-escalation-cloud_access_control_repair_task-178.wcnf.xz.xz,718
privilege-escalation-cloud_access_control_repair_task-18.wcnf.xz.xz,720
privilege-escalation-cloud_access_control_repair_task-198.wcnf.xz.xz,720
privilege-escalation-cloud_access_control_repair_task-34.wcnf.xz.xz,720
privilege-escalation-cloud_access_control_repair_task-35.wcnf.xz.xz,720
privilege-escalation-cloud_access_control_repair_task-37.wcnf.xz.xz,733
privilege-escalation-cloud_access_control_repair_task-47.wcnf.xz.xz,776
privilege-escalation-cloud_access_control_repair_task-54.wcnf.xz.xz,800
privilege-escalation-cloud_access_control_repair_task-56.wcnf.xz.xz,800
privilege-escalation-cloud_access_control_repair_task-61.wcnf.xz.xz,800
privilege-escalation-cloud_access_control_repair_task-73.wcnf.xz.xz,800
privilege-escalation-cloud_access_control_repair_task-87.wcnf.xz.xz,800
privilege-escalation-cloud_access_control_repair_task-92.wcnf.xz.xz,800
program-disambiguation-Q16_OPTIONS_2.wcnf.xz.xz,800
program-disambiguation-Q2_OPTIONS_1.wcnf.xz.xz,808
program-disambiguation-Q20_YESNO_3.wcnf.xz.xz,808
program-disambiguation-Q27_YESNO_1.wcnf.xz.xz,829
program-disambiguation-Q29_YESNO_1.wcnf.xz.xz,843
program-disambiguation-Q35_OPTIONS_1.wcnf.xz.xz,863
program-disambiguation-Q36_YESNO_1.wcnf.xz.xz,883
program-disambiguation-Q38_YESNO_3.wcnf.xz.xz,1015
program-disambiguation-Q4_YESNO_2.wcnf.xz.xz,1015
program-disambiguation-Q42_YESNO_3.wcnf.xz.xz,1017
program-disambiguation-Q42_YESNO_4.wcnf.xz.xz,1119
program-disambiguation-Q43_YESNO_3.wcnf.xz.xz,1199
program-disambiguation-Q45_YESNO_4.wcnf.xz.xz,1232
program-disambiguation-Q50_YESNO_6.wcnf.xz.xz,1327
program-disambiguation-Q6_YESNO_3.wcnf.xz.xz,1363
protein_ins-1bpi_.2knt_.g.wcnf.t.wcnf.xz.xz,1421
protein_ins-1bpi_.5pti_.g.wcnf.t.wcnf.xz.xz,1448
protein_ins-1knt_.1bpi_.g.wcnf.t.wcnf.xz.xz,1500
protein_ins-1knt_.2knt_.g.wcnf.t.wcnf.xz.xz,1931
protein_ins-1knt_.5pti_.g.wcnf.t.wcnf.xz.xz,2055
protein_ins-1vii_.1cph_.g.wcnf.t.wcnf.xz.xz,2097
protein_ins-2knt_.5pti_.g.wcnf.t.wcnf.xz.xz,2236
protein_ins-3ebx_.1era_.g.wcnf.t.wcnf.xz.xz,2308
protein_ins-3ebx_.6ebx_.g.wcnf.t.wcnf.xz.xz,3174
protein_ins-6ebx_.1era_.g.wcnf.t.wcnf.xz.xz,3196
protein_ins-p1.wcnf.t.wcnf.xz.xz,3326
protein_ins-sandiaprotein.g.wcnf.t.wcnf.xz.xz,4166
pseudoBoolean-normalized-aim-200-3_4-yes1-1.opb.msat.wcnf.xz.xz,4311
pseudoBoolean-normalized-aim-200-6_0-yes1-2.opb.msat.wcnf.xz.xz,4588
pseudoBoolean-normalized-g9x3.opb.msat.wcnf.xz.xz,5583
pseudoBoolean-normalized-g9x9.opb.msat.wcnf.xz.xz,6720
pseudoBoolean-normalized-hanoi4.opb.msat.wcnf.xz.xz,7349
pseudoBoolean-normalized-hanoi5.opb.msat.wcnf.xz.xz,9288
pseudoBoolean-normalized-mps-v2-20-10-stein45.opb.msat.wcnf.xz.xz,9288
pseudoBoolean-normalized-par16-1.opb.msat.wcnf.xz.xz,9288
pseudoBoolean-normalized-par16-2.opb.msat.wcnf.xz.xz,9288
pseudoBoolean-normalized-par32-1.opb.msat.wcnf.xz.xz,11345
pseudoBoolean-normalized-par32-4.opb.msat.wcnf.xz.xz,11440
pseudoBoolean-normalized-par32-5.opb.msat.wcnf.xz.xz,11440
pseudoBoolean-normalized-par8-2.opb.msat.wcnf.xz.xz,11440
pseudoBoolean-normalized-ssa7552-038.opb.msat.wcnf.xz.xz,11440
pseudoBoolean-normalized-ssa7552-159.opb.msat.wcnf.xz.xz,14623
railway-transport-d4.wcnf.xz.xz,14663
railway-transport-dp43.wcnf.xz.xz,17989
railway-transport-p15.wcnf.xz.xz,21342
vpa-UAutomizer_Sunset_false-termination_true-no-overflow.c_Abstraction1.wcnf.xz,733
aes-key-recovery-AES1-74-33.wcnf.xz,32
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz,70
MaxSATQueriesinInterpretableClassifiers-titanic_test_9_CNF_5_1.wcnf.xz,50
railway-transport-p15.wcnf.xz,5
max-realizability-power-distribution_5_8.wcnf.xz,0
protein_ins-6ebx_.1era_.g.wcnf.t.wcnf.xz,30
hs-timetabling-GreeceWesternGreeceUniversityInstance4.xml.wcnf.xz,21
des-cnf.16.p.6.wcnf.xz,16
causal-discovery-causal_n5_i4_N500_uai13_harddeps_int.wcnf.xz,4
minimize-5gons-u5-cube-maxcdcl-60-tmp-15-2655746.wcnf.xz,77
atcoss-atcoss_mesat_04.wcnf.xz,30
aes-mul_8_13.wcnf.xz,60
privilege-escalation-cloud_access_control_repair_task-92.wcnf.xz,3
minimize-5gons-u5-cube-maxcdcl-19-tmp-15-2655746.wcnf.xz,77
inconsistency-measurement-im-contension-A-2-grd_1948_5_1.tgf.pl.wcnf.xz,325
logic-synthesis-normalized-apex4.a.opb.msat.wcnf.xz,776
vpa-UAutomizer_ll_append-alloca_false-termination.c.i_Abstraction1.wcnf.xz,4166
pseudoBoolean-normalized-hanoi4.opb.msat.wcnf.xz,718
ramsey-ram_k4_n20.ra0.wcnf.xz,24
mbd-b20_C-mbd14-0281.wcnf.xz,16
des-cnf.16.p.4.wcnf.xz,16
treewidth-computation-TWComp_1en2_N69.wcnf.xz,16
ramsey-ram_k3_n12.ra0.wcnf.xz,10
protein_ins-1bpi_.5pti_.g.wcnf.t.wcnf.xz,29
minimize-5gons-u5-cube-maxcdcl-8-tmp-15-2655746.wcnf.xz,77
close_solutions-SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.4.wcnf.xz,24
extension-enforcement-extension-enforcement_strict_com_200_0.05_4_20_1.wcnf.xz,33
xai-mindset2-iris.wcnf.xz,87
drmx-cryptogen-geffe128_0.wcnf.xz,800
protein_ins-3ebx_.1era_.g.wcnf.t.wcnf.xz,34
inconsistency-measurement-im-contension-A-2-grd_1697_5_7.tgf.pl.wcnf.xz,272
aes-mul_8_9.wcnf.xz,42
biorepair-heatShock_WT_185_12.lp.sm-extracted.wcnf.xz,0
c-inference-pre-processing_c_inference_60_66_fq5.wcnf.xz,0
optic-gen_mult_4_6_9999.wcnf.xz,348
logic-synthesis-normalized-test4.pi.opb.msat.wcnf.xz,95
ConsistentQueryAnswering-synthetic-3.wcnf.xz,4311
packup-rand892_l2.wcnf.xz,1119
CircuitDebuggingProblems-divider-debug.dimacs.wcnf.xz,1
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz,371
scheduling-cnf_small.wcnf.xz,28
pseudoBoolean-normalized-par16-1.opb.msat.wcnf.xz,1015
HaplotypeAssembly-splitedReads_158.matrix.wcnf.xz,173
ConsistentQueryAnswering-synthetic-20.wcnf.xz,6720
protein_ins-1bpi_.2knt_.g.wcnf.t.wcnf.xz,35
treewidth-computation-TWComp_ship-ship-pp_N30.wcnf.xz,8
decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,54
aes-key-recovery-AES1-60-20.wcnf.xz,1
privilege-escalation-cloud_access_control_repair_task-174.wcnf.xz,3
c-inference-pre-processing_c_inference_40_83_vq12.wcnf.xz,0
SeanSafarpour-c1_DD_s3_f1_e2_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf.xz,4
pseudoBoolean-normalized-par8-2.opb.msat.wcnf.xz,350
judgment-aggregation-ja-maxham-preflib-00049-00000106.wcnf.xz,43
aes-key-recovery-AES2-60-59.wcnf.xz,2
biorepair-heatShock_WT_196_12.lp.sm-extracted.wcnf.xz,4
drmx-cryptogen-wolfram72_0.wcnf.xz,9288
fault-diagnosis-s38584_nan_explicit_27_0.wcnf.xz,203
extension-enforcement-extension-enforcement_strict_com_200_0.05_0_40_1.wcnf.xz,26
fault-diagnosis-s38584_nan_explicit_25_0.wcnf.xz,188
privilege-escalation-cloud_access_control_repair_task-35.wcnf.xz,9
min-fill-MinFill_R3_david.wcnf.xz,61
packup-rand290_l2.wcnf.xz,1017
mbd-b21_C-mbd14-0205.wcnf.xz,21
ConsistentQueryAnswering-synthetic-15.wcnf.xz,2055
biorepair-Stat_vs_Exp_151_12.lp.sm-extracted.wcnf.xz,5
program-disambiguation-Q45_YESNO_4.wcnf.xz,0
SeanSafarpour-rsdecoder-problem.dimacs_37.filtered.wcnf.xz,1
c-inference-pre-processing_c_inference_60_59_v50.wcnf.xz,0
ConsistentQueryAnswering-synthetic-7.wcnf.xz,3326
wqueens-wqueens18_16.wcsp.dir.wcnf.xz,6
ramsey-ram_k3_n18.ra0.wcnf.xz,60
aes-key-recovery-AES1-60-18.wcnf.xz,1
atcoss-atcoss_sugar_02.wcnf.xz,50
packup-rand172_l2.wcnf.xz,670
protein_ins-2knt_.5pti_.g.wcnf.t.wcnf.xz,32
mqc-10tree510p.wcnf.xz,21
biorepair-heatShock_WT_43_12.lp.sm-extracted.wcnf.xz,3
biorepair-heatShock_WT_121_12.lp.sm-extracted.wcnf.xz,3
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0.wcnf.xz,6
causal-discovery-causal_n6_i8_N1000_uai14_constant_int.wcnf.xz,26
MaxSATQueriesinInterpretableClassifiers-heart_test_7_DNF_5_1.wcnf.xz,19
treewidth-computation-TWComp_mulsol.i.5-pp_N119.wcnf.xz,31
packup-rand425_l2.wcnf.xz,694
planning-bnn-navigation_4x4_5.wcnf.xz,5
xai-mindset2-ecoli.wcnf.xz,510
aes-key-recovery-AES1-50-14.wcnf.xz,1
inconsistency-measurement-im-hit-C-2-stb_304_352.tgf.pl.wcnf.xz,42
aes-mul_8_3.wcnf.xz,36
HaplotypeAssembly-splitedReads_414.matrix.wcnf.xz,171
atcoss-atcoss_mesat_05.wcnf.xz,10
biorepair-heatShock_WT_109_12.lp.sm-extracted.wcnf.xz,1
gen-hyper-tw-GenHyperTW_par8-2-c.wcnf.xz,7
ramsey-ram_k4_n10.ra0.wcnf.xz,0
drmx-cryptogen-geffe128_8.wcnf.xz,800
ConsistentQueryAnswering-synthetic-18.wcnf.xz,14663
optic-gen_cvc-add3-bw3_299.wcnf.xz,808
pseudoBoolean-normalized-par16-2.opb.msat.wcnf.xz,1015
packup-ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf.xz,2236
xai-mindset2-zoo.wcnf.xz,20
frb-frb35-17-3.partial.wcnf.xz,560
SeanSafarpour-b15-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf.xz,4
inconsistency-measurement-im-forgetting-B-3-stb_339_393.tgf.pl.wcnf.xz,56
CircuitTraceCompaction-sudoku.wcnf.xz,13
causal-discovery-causal_n5_i8_N10000_uai13_harddeps_int.wcnf.xz,18
aes-key-recovery-AES1-76-39.wcnf.xz,1
mbd-b21_C-mbd14-0394.wcnf.xz,23
drmx-cryptogen-wolfram72_4.wcnf.xz,9288
max-realizability-power-distribution_5_4.wcnf.xz,0
pseudoBoolean-normalized-g9x9.opb.msat.wcnf.xz,20
decision-tree-vote-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz,6
ramsey-ram_k4_n5.ra0.wcnf.xz,0
vpa-UAutomizer_nondet_ll_search-alloca_true-termination.c.i_Abstraction1.wcnf.xz,1421
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_6.wcnf.xz,7
treewidth-computation-TWComp_barley2_N48.wcnf.xz,7
railway-transport-d4.wcnf.xz,1598
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz,121
treewidth-computation-TWComp_barle_N48.wcnf.xz,7
privilege-escalation-cloud_access_control_repair_task-134.wcnf.xz,6
mqc-10tree302p.wcnf.xz,3
ramsey-ram_k5_n20.ra0.wcnf.xz,0
pseudoBoolean-normalized-ssa7552-159.opb.msat.wcnf.xz,1327
packup-rand30_l2.wcnf.xz,512
atcoss-atcoss_mesat_12.wcnf.xz,12
privilege-escalation-cloud_access_control_repair_task-141.wcnf.xz,27
mqc-10tree101posib.wcnf.xz,2
frb-frb40-19-4.partial.wcnf.xz,720
rna-alignment-k50-40-60.rna.pre.wcnf.xz,511
causal-discovery-causal_n6_i9_N1000_uai14_constant_int.wcnf.xz,28
extension-enforcement-extension-enforcement_strict_com_200_0.05_1_40_1.wcnf.xz,17
privilege-escalation-cloud_access_control_repair_task-54.wcnf.xz,19
optic-gen_mult_3_6_399.wcnf.xz,144
drmx-cryptogen-wolfram72_5.wcnf.xz,9288
logic-synthesis-normalized-5xp1.b.opb.msat.wcnf.xz,12
des-cnf.19.p.10.wcnf.xz,19
vpa-UAutomizer_AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.c_Abstraction1.wcnf.xz,201
SeanSafarpour-wb-problem.dimacs_45.filtered.wcnf.xz,14
vpa-UAutomizer_LogAG_true-termination_true-no-overflow.c_Abstraction2.wcnf.xz,118
des-cnf.17.p.10.wcnf.xz,17
ConsistentQueryAnswering-synthetic-21.wcnf.xz,21342
biorepair-Stat_vs_Exp_176_12.lp.sm-extracted.wcnf.xz,3
minimize-5gons-u5-cube-maxcdcl-9-tmp-15-2655746.wcnf.xz,77
logic-synthesis-normalized-jac3.opb.msat.wcnf.xz,15
MaxSATQueriesinInterpretableClassifiers-toms_train_8_DNF_2_1.wcnf.xz,567
causal-discovery-causal_n6_i9_N10000_uai14_constant_int.wcnf.xz,28
des-cnf.20.d.9.wcnf.xz,20
program-disambiguation-Q43_YESNO_3.wcnf.xz,1
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz,109
privilege-escalation-cloud_access_control_repair_task-15.wcnf.xz,67
inconsistency-measurement-im-sum-B-3-stb_390_450.tgf.pl.wcnf.xz,46
pseudoBoolean-normalized-aim-200-3_4-yes1-1.opb.msat.wcnf.xz,200
setcover-sts-data.135.wcnf.xz,103
close_solutions-teams16_l6a.cnf.wcnf.xz,14
optic-gen_mult_4_6_991.wcnf.xz,134
vpa-UAutomizer_c.03-alloca_true-termination_true-no-overflow.c.i_Abstraction3.wcnf.xz,4588
ramsey-ram_k3_n16.ra0.wcnf.xz,39
judgment-aggregation-ja-maxham-preflib-00049-00000291.wcnf.xz,55
mbd-b20_C-mbd14-0305.wcnf.xz,23
gen-hyper-tw-GenHyperTW_grid3d_5.wcnf.xz,10
ConsistentQueryAnswering-synthetic-2.wcnf.xz,11345
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf.xz,86
xai-mindset2-titanic.wcnf.xz,7
gen-hyper-tw-GenHyperTW_grid4d_3.wcnf.xz,6
drmx-cryptogen-wolfram80_8.wcnf.xz,11440
CircuitTraceCompaction-ctrl.wcnf.xz,15
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.4.wcnf.xz,1
privilege-escalation-cloud_access_control_repair_task-139.wcnf.xz,16
ConsistentQueryAnswering-synthetic-5.wcnf.xz,3174
HaplotypeAssembly-splitedReads_18.matrix.wcnf.xz,138
aes-key-recovery-AES1-30-5.wcnf.xz,1
drmx-cryptogen-threshold128_0.wcnf.xz,800
privilege-escalation-cloud_access_control_repair_task-34.wcnf.xz,25
vpa-UAutomizer_count_up_alloca_true-termination.c.i_Abstraction1.wcnf.xz,808
SeanSafarpour-wb_4m8s4.dimacs.filtered.wcnf.xz,213
mqc-10tree402p.wcnf.xz,3
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_0_10_3.wcnf.xz,9
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz,18
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.2.wcnf.xz,1
logic-synthesis-normalized-e64.b.opb.msat.wcnf.xz,47
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_7.wcnf.xz,56
SeanSafarpour-rsdecoder-problem.dimacs_34.filtered.wcnf.xz,1
MaxSATQueriesinInterpretableClassifiers-heart_test_2_DNF_1_1.wcnf.xz,15
HaplotypeAssembly-splitedReads_160.matrix.wcnf.xz,186
